name,address,latitude,longitude
대전노은3지구점,대전광역시 유성구 지족로148번길 39-27 (지족동),36.3785882703476,127.305660493742
e에브리데이법동점,"대전광역시 대덕구 동춘당로 178(법동, 보람아파트)",36.3690334203314,127.430245055803
GS슈퍼대전도마점,대전광역시 서구 배재로 206 (도마동) 14-4,,
NC대전유성점,대전광역시 유성구 계룡로 119 (봉명동),36.3537391187102,127.344039589561
대구역점,대구광역시 중구 태평로 160 (북성로1가),35.8747071725349,128.595266645482
대구감삼점,대구광역시 달서구 달구벌대로 1657 (감삼동),35.8544180339938,128.547223888723
대구내당점,대구광역시 서구 평리로 250(내당동),35.8625107694693,128.551001126508
대구논공점,대구광역시 달성군 논공읍 용호로 26,35.7283714532641,128.445478719551
대구대현점,대구광역시 북구 신암로 111 (대현동),35.8808355826175,128.611289512107
대구복현점,대구광역시 북구 동북로 290 (복현동),35.8923656099558,128.621614261897
대구본리점,대구광역시 달서구 와룡로 130 (감삼동),35.844148465582,128.537603230602
대구서부점,대구광역시 달서구 구마로 265 (성당동),35.8379145396082,128.55687603178
대구서재점,대구광역시 달성군 다사읍 서재로 110,35.8732867616027,128.497775865618
